#please cite:
#1.Zhou KR, Liu S, Cai L, Bin L, et al. ENCORI: The Encyclopedia of RNA Interactomes.
#2.Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
miRNAid	miRNAname	geneID	geneName	geneType	chromosome	narrowStart	narrowEnd	broadStart	broadEnd	strand	clipExpNum	degraExpNum	RBP	PITA	RNA22	miRmap	microT	miRanda	PicTar	TargetScan	pancancerNum
MIMAT0000062	hsa-let-7a-5p	ENSG00000117114	ADGRL2	protein_coding	chr1	82372866	82372887	82372866	82372887	+	4	0	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000097033	SH3GLB1	protein_coding	chr1	87211110	87211115	87211110	87211115	+	1	0	AGO1-4	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000153936	HS2ST1	protein_coding	chr1	87571699	87571705	87571699	87571706	+	8	0	AGO1-4,AGO2	1	0	0	0	0	0	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000065243	PKN2	protein_coding	chr1	89299004	89299032	89299004	89299032	+	9	0	AGO1-4,AGO2	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000065243	PKN2	protein_coding	chr1	89300359	89300364	89300337	89300365	+	9	0	AGO1-4,AGO2	1	0	1	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000065243	PKN2	protein_coding	chr1	89300608	89300613	89300586	89300614	+	19	0	AGO1-4,AGO2	1	0	1	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000197147	LRRC8B	protein_coding	chr1	90059928	90059934	90059928	90059934	+	6	0	AGO1-4,AGO2	0	0	0	0	0	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000122484	RPAP2	protein_coding	chr1	92852683	92852688	92852683	92852688	+	6	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000143033	MTF2	protein_coding	chr1	93599706	93599729	93599706	93599729	+	13	2	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000143033	MTF2	protein_coding	chr1	93603718	93603723	93603704	93603724	+	35	0	AGO1,AGO1-4,AGO2,AGO3,AGO4	0	0	1	0	1	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000143033	MTF2	protein_coding	chr1	93604214	93604219	93604198	93604220	+	8	0	AGO1,AGO1-4,AGO2	0	0	1	0	1	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000117569	PTBP2	protein_coding	chr1	97278345	97278351	97278335	97278352	+	8	0	AGO1-4,AGO2	0	0	1	0	1	0	1	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000162688	AGL	protein_coding	chr1	100389535	100389540	100389535	100389540	+	2	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000122435	TRMT13	protein_coding	chr1	100615668	100615674	100615647	100615675	+	2	0	AGO1-4,AGO2	1	0	1	1	1	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000137996	RTCA	protein_coding	chr1	100757081	100757086	100757081	100757087	+	17	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	1	13
MIMAT0000062	hsa-let-7a-5p	ENSG00000162692	VCAM1	protein_coding	chr1	101204404	101204409	101204404	101204409	+	2	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000162695	SLC30A7	protein_coding	chr1	101444054	101444060	101444054	101444060	+	1	0	AGO1-4	1	0	1	0	0	0	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000162695	SLC30A7	protein_coding	chr1	101446972	101446977	101446972	101446977	+	20	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000198890	PRMT6	protein_coding	chr1	107600485	107600491	107600471	107600492	+	2	0	AGO1-4	1	0	0	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000134186	PRPF38B	protein_coding	chr1	109243302	109243308	109243281	109243309	+	12	0	AGO1-4,AGO2	1	0	1	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000215717	TMEM167B	protein_coding	chr1	109637392	109637413	109637392	109637413	+	4	0	AGO1-4,AGO2	0	0	0	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000143028	SYPL2	protein_coding	chr1	110024398	110024405	110024398	110024405	+	1	0	AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000116396	KCNC4	protein_coding	chr1	110776141	110776147	110776127	110776148	+	3	0	AGO2	1	0	0	0	1	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000134245	WNT2B	protein_coding	chr1	113063132	113063147	113063132	113063147	+	2	0	AGO1-4	0	0	0	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000198799	LRIG2	protein_coding	chr1	113666778	113666784	113666757	113666785	+	14	1	AGO1-4,AGO2	1	0	1	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000118655	DCLRE1B	protein_coding	chr1	114455435	114455441	114455422	114455442	+	3	0	AGO1-4,AGO2	1	0	1	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000118655	DCLRE1B	protein_coding	chr1	114456237	114456243	114456223	114456244	+	3	0	AGO1,AGO1-4	1	0	1	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000173212	MAB21L3	protein_coding	chr1	116676431	116676437	116676415	116676438	+	1	0	AGO2	1	0	0	0	1	0	0	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000188610	FAM72B	protein_coding	chr1	120854737	120854742	120854737	120854742	+	4	0	AGO1,AGO2	1	0	0	0	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000264343	NOTCH2NL	protein_coding	chr1	145285845	145285851	145285834	145285852	+	16	1	AGO1-4	1	0	1	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000131779	PEX11B	protein_coding	chr1	145523473	145523479	145523459	145523480	+	18	0	AGO1,AGO1-4,AGO2	1	0	1	0	1	0	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000186275	NBPF12	protein_coding	chr1	146395071	146395091	146395071	146395091	+	4	0	AGO1-4,AGO2	0	1	0	0	0	0	0	0
MIMAT0000062	hsa-let-7a-5p	ENSG00000116128	BCL9	protein_coding	chr1	147092406	147092426	147092406	147092426	+	8	0	AGO1-4,AGO2	0	1	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000266338	NBPF15	protein_coding	chr1	148577372	148577392	148577372	148577392	+	9	0	AGO1,AGO1-4,AGO2	0	1	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000023902	PLEKHO1	protein_coding	chr1	150131794	150131799	150131772	150131800	+	13	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000143379	SETDB1	protein_coding	chr1	150923052	150923080	150923052	150923080	+	11	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000143379	SETDB1	protein_coding	chr1	150936187	150936215	150936187	150936215	+	3	0	AGO1-4,AGO2	0	0	0	1	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000213190	MLLT11	protein_coding	chr1	151040792	151040797	151040792	151040797	+	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143458	GABPB2	protein_coding	chr1	151095222	151095228	151095222	151095228	+	1	0	AGO1-4	0	0	1	0	0	0	0	1
MIMAT0000062	hsa-let-7a-5p	ENSG00000143375	CGN	protein_coding	chr1	151510483	151510488	151510483	151510488	+	11	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000143376	SNX27	protein_coding	chr1	151611434	151611462	151611434	151611462	+	2	1	AGO1-4	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143376	SNX27	protein_coding	chr1	151667469	151667474	151667447	151667475	+	6	0	AGO1-4,AGO2	1	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143376	SNX27	protein_coding	chr1	151668319	151668324	151668297	151668325	+	1	0	AGO1-4	1	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000160679	CHTOP	protein_coding	chr1	153618040	153618065	153618040	153618065	+	7	0	AGO1,AGO1-4,AGO2	0	0	0	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000143554	SLC27A3	protein_coding	chr1	153749618	153749636	153749618	153749636	+	1	0	AGO1-4	0	0	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000143578	CREB3L4	protein_coding	chr1	153946733	153946738	153946733	153946738	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000160712	IL6R	protein_coding	chr1	154437772	154437777	154437772	154437777	+	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000160712	IL6R	protein_coding	chr1	154441718	154441724	154441696	154441724	+	5	0	AGO1-4,AGO2	0	0	0	1	0	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000143537	ADAM15	protein_coding	chr1	155034969	155034975	155034948	155034976	+	10	2	AGO1-4,AGO2	1	0	0	1	1	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000132698	RAB25	protein_coding	chr1	156040233	156040238	156040233	156040238	+	3	0	AGO1-4	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000160789	LMNA	protein_coding	chr1	156108499	156108522	156108499	156108522	+	11	0	AGO1-4	0	0	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000160783	PMF1	protein_coding	chr1	156209468	156209474	156209468	156209474	+	2	0	AGO1-4	1	0	0	0	0	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000162736	NCSTN	protein_coding	chr1	160328403	160328408	160328403	160328408	+	9	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000162738	VANGL2	protein_coding	chr1	160397020	160397025	160397020	160397026	+	2	0	AGO2	1	0	0	0	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143258	USP21	protein_coding	chr1	161135300	161135305	161135278	161135306	+	3	0	AGO1-4,AGO2	1	0	0	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000158882	TOMM40L	protein_coding	chr1	161199350	161199355	161199350	161199355	+	2	0	AGO1-4	1	0	0	0	0	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000239887	C1orf226	protein_coding	chr1	162355909	162355915	162355909	162355915	+	3	0	AGO1-4	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000117152	RGS4	protein_coding	chr1	163044669	163044674	163044669	163044674	+	5	0	AGO1-4	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000185630	PBX1	protein_coding	chr1	164816336	164816341	164816314	164816342	+	3	0	AGO1-4	0	0	1	1	0	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000185630	PBX1	protein_coding	chr1	164816404	164816410	164816383	164816411	+	10	0	AGO1,AGO1-4,AGO2	0	0	1	1	1	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000143190	POU2F1	protein_coding	chr1	167353112	167353133	167353105	167353133	+	12	0	AGO1,AGO1-4,AGO2	0	0	0	1	1	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143190	POU2F1	protein_coding	chr1	167389209	167389214	167389187	167389215	+	4	0	AGO2	0	0	1	1	0	1	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143190	POU2F1	protein_coding	chr1	167390945	167390950	167390923	167390951	+	6	0	AGO1-4,AGO2	0	0	1	1	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143190	POU2F1	protein_coding	chr1	167391421	167391426	167391421	167391426	+	3	0	AGO1-4,AGO2	0	0	1	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143190	POU2F1	protein_coding	chr1	167393579	167393584	167393557	167393585	+	5	1	AGO1-4,AGO2	0	0	1	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143190	POU2F1	protein_coding	chr1	167393755	167393760	167393733	167393761	+	4	0	AGO1-4,AGO2	0	0	1	1	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000198771	RCSD1	protein_coding	chr1	167675300	167675305	167675300	167675306	+	1	0	AGO2	1	0	0	0	0	0	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000143164	DCAF6	protein_coding	chr1	167992602	167992630	167992602	167992630	+	1	0	AGO2	0	0	0	1	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000120370	GORAB	protein_coding	chr1	170508647	170508669	170508647	170508669	+	2	0	AGO2	0	0	0	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000116132	PRRX1	protein_coding	chr1	170706950	170706956	170706929	170706957	+	6	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000117523	PRRC2C	protein_coding	chr1	171562067	171562072	171562067	171562072	+	21	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000094975	SUCO	protein_coding	chr1	172525115	172525137	172525115	172525137	+	21	0	AGO1,AGO1-4,AGO2	0	1	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000117560	FASLG	protein_coding	chr1	172635508	172635514	172635494	172635515	+	1	0	AGO1-4	1	0	0	0	1	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000117593	DARS2	protein_coding	chr1	173827477	173827483	173827460	173827484	+	3	0	AGO1-4,AGO2	1	0	0	0	1	0	1	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000185278	ZBTB37	protein_coding	chr1	173858826	173858848	173858826	173858848	+	3	0	AGO1-4,AGO2	0	1	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000185278	ZBTB37	protein_coding	chr1	173866795	173866801	173866795	173866801	+	1	0	AGO2	0	0	0	0	0	0	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000185278	ZBTB37	protein_coding	chr1	173866910	173866916	173866910	173866916	+	2	0	AGO1-4	0	0	0	0	0	0	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000057252	SOAT1	protein_coding	chr1	179323174	179323179	179323174	179323179	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000121454	LHX4	protein_coding	chr1	180235647	180235675	180235647	180235675	+	1	0	AGO1-4	0	0	0	1	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000121454	LHX4	protein_coding	chr1	180247270	180247298	180247270	180247298	+	1	0	AGO1-4	0	0	0	1	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000143324	XPR1	protein_coding	chr1	180853943	180853948	180853943	180853948	+	4	1	AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000135862	LAMC1	protein_coding	chr1	183113556	183113561	183113556	183113561	+	7	0	AGO1-4,AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000143344	RGL1	protein_coding	chr1	183896415	183896420	183896415	183896420	+	16	0	AGO1,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000116667	C1orf21	protein_coding	chr1	184592213	184592218	184592213	184592218	+	8	0	AGO1,AGO1-4,AGO2	1	0	1	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000116667	C1orf21	protein_coding	chr1	184592229	184592234	184592229	184592234	+	8	0	AGO1,AGO1-4,AGO2	1	0	1	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000116668	SWT1	protein_coding	chr1	185260167	185260173	185260146	185260174	+	1	0	AGO1-4	1	0	1	1	1	1	1	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000116690	PRG4	protein_coding	chr1	186278030	186278049	186278030	186278049	+	2	0	AGO1-4,AGO2	0	0	0	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000134376	CRB1	protein_coding	chr1	197237565	197237585	197237565	197237585	+	1	0	AGO2	0	0	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000143355	LHX9	protein_coding	chr1	197900321	197900326	197900321	197900326	+	1	0	AGO1-4	0	0	1	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000151414	NEK7	protein_coding	chr1	198288710	198288715	198288710	198288715	+	13	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000198700	IPO9	protein_coding	chr1	201851940	201851946	201851940	201851947	+	3	0	AGO1-4,AGO2	1	0	0	0	0	0	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000077157	PPP1R12B	protein_coding	chr1	202551621	202551627	202551620	202551627	+	1	0	AGO2	1	0	0	0	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000159388	BTG2	protein_coding	chr1	203276629	203276634	203276629	203276635	+	21	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000058668	ATP2B4	protein_coding	chr1	203711033	203711038	203711031	203711039	+	4	0	AGO1-4,AGO2	1	0	0	0	0	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000058668	ATP2B4	protein_coding	chr1	203712289	203712294	203712289	203712295	+	3	0	AGO1-4,AGO2	1	0	0	0	0	1	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000058673	ZC3H11A	protein_coding	chr1	203821650	203821655	203821650	203821655	+	6	0	AGO1-4	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000257315	ZBED6	protein_coding	chr1	203821650	203821655	203821650	203821655	+	6	0	AGO1-4	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143842	SOX13	protein_coding	chr1	204095957	204095963	204095943	204095964	+	3	0	AGO1-4,AGO2	1	0	0	0	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000198625	MDM4	protein_coding	chr1	204507384	204507408	204507380	204507408	+	16	0	AGO1,AGO1-4,AGO2	0	0	0	1	1	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000198625	MDM4	protein_coding	chr1	204523328	204523333	204523306	204523334	+	12	0	AGO1,AGO1-4,AGO2	0	0	1	1	0	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000198625	MDM4	protein_coding	chr1	204526174	204526180	204526153	204526181	+	29	0	AGO1,AGO1-4,AGO2,AGO3	0	0	1	1	0	0	1	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000198625	MDM4	protein_coding	chr1	204526300	204526305	204526278	204526306	+	6	0	AGO1-4	0	0	1	1	0	0	0	8
MIMAT0000062	hsa-let-7a-5p	ENSG00000163531	NFASC	protein_coding	chr1	204986403	204986408	204986403	204986408	+	1	0	AGO1-4	1	0	1	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000174514	MFSD4A	protein_coding	chr1	205571577	205571583	205571556	205571584	+	3	0	AGO1-4,AGO2	0	0	1	1	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000263528	IKBKE	protein_coding	chr1	206669570	206669592	206669564	206669592	+	2	0	AGO2	0	0	0	1	1	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000117335	CD46	protein_coding	chr1	207967947	207967952	207967947	207967952	+	12	0	AGO1,AGO1-4,AGO2	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000117597	DIEXF	protein_coding	chr1	210025098	210025103	210025098	210025103	+	8	0	AGO1,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000117625	RCOR3	protein_coding	chr1	211489408	211489413	211489408	211489413	+	3	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000162772	ATF3	protein_coding	chr1	212792990	212792995	212792990	212792995	+	3	0	AGO1,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000143494	VASH2	protein_coding	chr1	213162373	213162378	213162351	213162379	+	2	0	AGO2	1	0	1	1	0	1	1	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000067533	RRP15	protein_coding	chr1	218506120	218506125	218506120	218506125	+	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000116141	MARK1	protein_coding	chr1	220835900	220835905	220835900	220835905	+	4	0	AGO2	1	0	0	0	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000143771	CNIH4	protein_coding	chr1	224564165	224564186	224564158	224564186	+	3	0	AGO1-4,AGO2	0	1	0	1	1	0	0	11
MIMAT0000062	hsa-let-7a-5p	ENSG00000143641	GALNT2	protein_coding	chr1	230415306	230415311	230415284	230415312	+	9	0	AGO1,AGO1-4,AGO2	1	0	0	1	0	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000077585	GPR137B	protein_coding	chr1	236371891	236371896	236371891	236371896	+	23	0	AGO1,AGO1-4,AGO2,AGO3	1	0	0	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000116984	MTR	protein_coding	chr1	237063557	237063562	237063557	237063562	+	4	0	AGO1-4,AGO2	1	0	1	0	0	0	0	6
MIMAT0000062	hsa-let-7a-5p	ENSG00000107929	LARP4B	protein_coding	chr10	857848	857853	857848	857853	-	5	0	AGO1-4,AGO2	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000107929	LARP4B	protein_coding	chr10	857954	857959	857954	857959	-	8	0	AGO1,AGO1-4,AGO2,AGO3	1	0	0	0	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000107959	PITRM1	protein_coding	chr10	3179968	3179973	3179967	3179988	-	5	0	AGO1-4,AGO2	1	0	0	0	1	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000152457	DCLRE1C	protein_coding	chr10	14940186	14940192	14940185	14940213	-	1	0	AGO2	0	1	1	1	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000107614	TRDMT1	protein_coding	chr10	17188283	17188288	17188283	17188288	-	1	0	AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000078114	NEBL	protein_coding	chr10	21071364	21071369	21071364	21071369	-	1	0	AGO2	1	0	0	0	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000204682	CASC10	protein_coding	chr10	21782521	21782543	21782521	21782543	-	1	0	AGO1-4	0	1	0	0	0	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000180592	SKIDA1	protein_coding	chr10	21803704	21803709	21803703	21803731	-	7	0	AGO1,AGO1-4,AGO2	1	0	0	1	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000180592	SKIDA1	protein_coding	chr10	21806240	21806268	21806240	21806268	-	1	0	AGO2	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000180592	SKIDA1	protein_coding	chr10	21806694	21806722	21806694	21806722	-	1	0	AGO1-4	0	0	0	1	0	0	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000136770	DNAJC1	protein_coding	chr10	22045533	22045538	22045532	22045552	-	7	0	AGO1-4,AGO2	1	0	0	0	1	1	1	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000150051	MKX	protein_coding	chr10	27961900	27961907	27961899	27961922	-	2	0	AGO2	1	0	0	0	1	0	0	7
MIMAT0000062	hsa-let-7a-5p	ENSG00000165322	ARHGAP12	protein_coding	chr10	32095159	32095165	32095159	32095187	-	5	0	AGO1-4,AGO2	0	0	0	1	0	1	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000198105	ZNF248	protein_coding	chr10	38119188	38119194	38119187	38119208	-	4	0	AGO1-4,AGO2	1	0	1	0	1	1	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000198105	ZNF248	protein_coding	chr10	38119395	38119401	38119394	38119415	-	4	0	AGO1-4,AGO2	1	0	1	0	1	1	0	5
MIMAT0000062	hsa-let-7a-5p	ENSG00000169813	HNRNPF	protein_coding	chr10	43881946	43881953	43881945	43881967	-	26	0	AGO1,AGO1-4,AGO2	1	0	0	0	1	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000107562	CXCL12	protein_coding	chr10	44866221	44866228	44866221	44866228	-	3	0	AGO1-4	1	0	0	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000204176	SYT15	protein_coding	chr10	46960543	46960565	46960543	46960565	-	1	0	AGO2	0	0	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000277758	FO681492.1	protein_coding	chr10	46960543	46960565	46960543	46960565	-	1	0	AGO2	0	0	0	0	1	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000225830	ERCC6	protein_coding	chr10	50666730	50666736	50666729	50666749	-	22	0	AGO1-4,AGO2	1	0	1	0	1	1	1	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000122952	ZWINT	protein_coding	chr10	58118068	58118073	58118068	58118073	-	1	0	AGO2	1	0	0	0	0	0	0	9
MIMAT0000062	hsa-let-7a-5p	ENSG00000165449	SLC16A9	protein_coding	chr10	61410804	61410809	61410803	61410831	-	7	0	AGO1-4,AGO2	1	0	1	1	1	1	1	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000165449	SLC16A9	protein_coding	chr10	61410958	61410963	61410957	61410985	-	13	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000165449	SLC16A9	protein_coding	chr10	61411927	61411932	61411926	61411954	-	11	0	AGO1,AGO1-4,AGO2	1	0	1	1	0	0	0	2
MIMAT0000062	hsa-let-7a-5p	ENSG00000108091	CCDC6	protein_coding	chr10	61550599	61550604	61550599	61550604	-	4	0	AGO1-4,AGO2	1	0	0	0	0	0	0	4
MIMAT0000062	hsa-let-7a-5p	ENSG00000204130	RUFY2	protein_coding	chr10	70104065	70104070	70104065	70104070	-	6	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000204130	RUFY2	protein_coding	chr10	70104215	70104220	70104215	70104222	-	11	0	AGO1-4,AGO2	1	0	1	0	0	0	0	3
MIMAT0000062	hsa-let-7a-5p	ENSG00000138346	DNA2	protein_coding	chr10	70173882	70173888	70173881	70173902	-	9	0	AGO1-4,AGO2	1	0	1	0	1	0	1	11
